Name,Name_fm,Name_fml,Award_AuthID,Last Name,Sal_ID
"Brevick, Jerald Ralph",jerald ralph,jerald ralph brevick,392,brevick,
"Brgoch, Shea",shea,shea brgoch,393,brgoch,
"Bridges, John F P",john f p,john f p bridges,394,bridges,25140
"Briggs, Matthew Scott",matthew scott,matthew scott briggs,395,briggs,
"Brill, Seuli M",seuli m,seuli m brill,396,brill,13534
"Brillson, Leonard J",leonard j,leonard j brillson,397,brillson,38466
"Bringer, Alexandra Madeleine Catherine Yvonne",alexandra madeleine catherine yvonne,alexandra madeleine catherine yvonne bringer,398,bringer,31113
"Brinkman, Marielle",marielle,marielle brinkman,399,brinkman,32835
"Brinkman, Patricia",patricia,patricia brinkman,400,brinkman,33690
"Brintlinger, Angela Kay",angela kay,angela kay brintlinger,401,brintlinger,37764
"Brkljacic, Jelena",jelena,jelena brkljacic,402,brkljacic,
"Brock, Guy",guy,guy brock,403,brock,21574
"Brock, Matthew Eric",matthew eric,matthew eric brock,404,brock,19717
"Brock, Pamela L",pamela l,pamela l brock,405,brock,21476
"Brodnik, Melanie Susan",melanie susan,melanie susan brodnik,406,brodnik,33765
"Brodsky, Sergey",sergey,sergey brodsky,407,brodsky,11023
"Brokken, Matthew Thomas",matthew thomas,matthew thomas brokken,408,brokken,2343
"Bromwich, David Howard",david howard,david howard bromwich,409,bromwich,34224
"Brook, Daniel Louis",daniel louis,daniel louis brook,410,brook,
"Brooks, Jeremy S",jeremy s,jeremy s brooks,411,brooks,15852
"Brosnan, Patricia A",patricia a,patricia a brosnan,412,brosnan,36082
"Brothers, Brittany M",brittany m,brittany m brothers,413,brothers,
"Brothers, Holly Marie",holly marie,holly marie brothers,414,brothers,
"Brown, Angela Margaret",angela margaret,angela margaret brown,415,brown,36539
"Brown, Anthony",anthony,anthony brown,416,brown,1040
"Brown, Larry C",larry c,larry c brown,417,brown,
"Brown, Larry Curtis",larry curtis,larry curtis brown,418,brown,35927
"Brown, Lindsey Anne",lindsey anne,lindsey anne brown,419,brown,
"Brown, Megan Elizabeth",megan elizabeth,megan elizabeth brown,420,brown,7248
"Brown, Trevor Laurence",trevor laurence,trevor laurence brown,421,brown,1037
"Browning, Christopher R",christopher r,christopher r browning,422,browning,40140
"Browning, Kristine Kihm",kristine kihm,kristine kihm browning,423,browning,37632
"Browning, Rebekah Lee",rebekah lee,rebekah lee browning,424,browning,
"Brummel, Nathan Edward",nathan edward,nathan edward brummel,425,brummel,4045
"Brummet, Shauna Renea",shauna renea,shauna renea brummet,426,brummet,
"Brunelli, Nicholas A",nicholas a,nicholas a brunelli,427,brunelli,1258
"Bruno, John Paul",john paul,john paul bruno,428,bruno,
"Bruno, Richard",richard,richard bruno,429,bruno,15
"Bruschweiler, Rafael P",rafael p,rafael p bruschweiler,430,bruschweiler,18056
"Bruskotter, Jeremy Tyler",jeremy tyler,jeremy tyler bruskotter,431,bruskotter,6730
"Bruynis, Chris Lambert",chris lambert,chris lambert bruynis,432,bruynis,37201
"Brymer-Bashore, Jeff B",jeff b,jeff b brymerbashore,433,brymerbashore,38300
"Bucci, Terri Teal",terri teal,terri teal bucci,434,bucci,39359
"Buchheit, Rudolph G",rudolph g,rudolph g buchheit,435,buchheit,
"Buck, Emily Brin",emily brin,emily brin buck,436,buck,284
"Buck, Jacalyn Sue",jacalyn sue,jacalyn sue buck,437,buck,
"Buck, Katherine Meredith Hunold",katherine meredith hunold,katherine meredith hunold buck,438,buck,22028
"Buckley, Timothy J.",timothy j,timothy j buckley,439,buckley,
"Buell, Jacqueline L",jacqueline l,jacqueline l buell,440,buell,38196
"Buettner, Cynthia",cynthia,cynthia buettner,441,buettner,1306
"Buffington, Abigail Francesca",abigail francesca,abigail francesca buffington,442,buffington,
"Buffington, Charles Anthony",charles anthony,charles anthony buffington,443,buffington,
"Buford, John Anderson",john anderson,john anderson buford,444,buford,39795
"Buhimschi, Catalin",catalin,catalin buhimschi,445,buhimschi,
"Bumgardner, Ginny L",ginny l,ginny l bumgardner,446,bumgardner,37443
"Bumma, Naresh",naresh,naresh bumma,447,bumma,25847
"Bundschuh, Ralf Andreas",ralf andreas,ralf andreas bundschuh,448,bundschuh,1009
"Bundy, Nicole C",nicole c,nicole c bundy,449,bundy,
"Bunger, Alicia Christine",alicia christine,alicia christine bunger,450,bunger,16055
"Burd, Christin E.",christin e,christin e burd,451,burd,16732
"Burd, Craig Joseph",craig joseph,craig joseph burd,452,burd,38074
"Burdin, Rachel Steindel",rachel steindel,rachel steindel burdin,453,burdin,
"Burghes, Arthur Harry Macleo",arthur harry macleo,arthur harry macleo burghes,454,burghes,35848
"Burkhard, Mary Jo Jo",mary jo jo,mary jo jo burkhard,455,burkhard,2839
"Burkholder, Robert James",robert james,robert james burkholder,456,burkholder,34908
"Burns, Teresa",teresa,teresa burns,457,burns,3193
"Burris, Lisa E",lisa e,lisa e burris,458,burris,23008
"Burrola Gabilondo, Beatriz Eugenia",beatriz eugenia,beatriz eugenia burrola gabilondo,459,burrola gabilondo,18235
"Burton, Kimberly Ann",kimberly ann,kimberly ann burton,460,burton,38858
"Busch, Greg T",greg t,greg t busch,461,busch,
"Buschur, Elizabeth Osborne",elizabeth osborne,elizabeth osborne buschur,462,buschur,19794
"Bushman, Brad J.",brad j,brad j bushman,463,bushman,13405
"Butalia, Tarunjit Singh",tarunjit singh,tarunjit singh butalia,464,butalia,36257
"Butchar, Jonathan P",jonathan p,jonathan p butchar,465,butchar,38936
"Butler, Brittney",brittney,brittney butler,466,butler,
"Butnariu, Madalina",madalina,madalina butnariu,467,butnariu,22255
"Byrd, John C",john c,john c byrd,468,byrd,903
"Byron, Julie Kathleen",julie kathleen,julie kathleen byron,469,byron,37891
"Bystydzienski, Jill M",jill m,jill m bystydzienski,470,bystydzienski,
"COSTA-GIOMI, EUGENIA",eugenia,eugenia costagiomi,471,costagiomi,3076
"Cabanes, Bruno",bruno,bruno cabanes,472,cabanes,19687
"Cackovic, Michael",michael,michael cackovic,473,cackovic,16548
"Cahill, Katherine Jane",katherine jane,katherine jane cahill,474,cahill,18958
"Cai, Chuanxi",chuanxi,chuanxi cai,475,cai,26038
"Cai, Yongyang",yongyang,yongyang cai,476,cai,32374
"Calder, Catherine A",catherine a,catherine a calder,477,calder,
"Caligiuri, Michael A",michael a,michael a caligiuri,478,caligiuri,
"Camp, Stephen Michael",stephen michael,stephen michael camp,479,camp,36155
"Campanella, Osvaldo H",osvaldo h,osvaldo h campanella,480,campanella,27006
"Campbell, Benjamin Aaron",benjamin aaron,benjamin aaron campbell,481,campbell,6373
"Campbell, Moray J",moray j,moray j campbell,482,campbell,21805
"Campbell-Kibler, Kathryn",kathryn,kathryn campbellkibler,483,campbellkibler,6271
"Campo, John Vincent",john vincent,john vincent campo,484,campo,
"Canas, Luis A",luis a,luis a canas,485,canas,2634
"Canova, Marcello",marcello,marcello canova,486,canova,3070
"Cantemir, Codrin Gruie",codrin gruie,codrin gruie cantemir,487,cantemir,740
"Cantemir-Stone, Carmen Zenaida",carmen zenaida,carmen zenaida cantemirstone,488,cantemirstone,
"Cao, Lei",lei,lei cao,489,cao,4984
"Cao, Lei Raymond",lei raymond,lei raymond cao,490,cao,12640
"Capers IV, Quinn",quinn,quinn capers iv,491,capers iv,4803
"Carbone, David Paul",david paul,david paul carbone,492,carbone,16594
"Carcache de Blanco, Esperanza Josefina",esperanza josefina,esperanza josefina carcache de blanco,493,carcache de blanco,4248
"Cardina, John",john,john cardina,494,cardina,33838
"Carey, Anne E",anne e,anne e carey,495,carey,40220
"Carey, Christopher Alan",christopher alan,christopher alan carey,496,carey,
"Carlarne, Cinnamon Pinon",cinnamon pinon,cinnamon pinon carlarne,497,carlarne,14849
"Carlin, John Anthony",john anthony,john anthony carlin,498,carlin,36877
"Carmin, Cheryl N",cheryl n,cheryl n carmin,499,carmin,19350
"Carnes, Cynthia Ann",cynthia ann,cynthia ann carnes,500,carnes,35822
"Carney, Deborah J",deborah j,deborah j carney,501,carney,
"Carpenter, Kristen M",kristen m,kristen m carpenter,502,carpenter,392
"Carpenter, Linda Michelle",linda michelle,linda michelle carpenter,503,carpenter,16261
"Carpenter, Randall Scott",randall scott,randall scott carpenter,504,carpenter,
"Carr, David Raymond",david raymond,david raymond carr,505,carr,2156
"Carr, Michele Paige",michele paige,michele paige carr,506,carr,
"Carrau, Ricardo Luis",ricardo luis,ricardo luis carrau,507,carrau,14665
"Carrel, Andre",andre,andre carrel,508,carrel,22630
"Carruthers, Kirk Anthony",kirk anthony,kirk anthony carruthers,509,carruthers,20906
"Carson III, William Edgar",william edgar,william edgar carson iii,510,carson iii,38886
"Carson, William Edgar",william edgar,william edgar carson,510,carson,38886
"Carstens, Bryan Charles",bryan charles,bryan charles carstens,512,carstens,16300
"Carter, Gerald G",gerald g,gerald g carter,513,carter,26171
"Carter, Jennifer Elaine",jennifer elaine,jennifer elaine carter,514,carter,1984
"Cartledge, Gwendolyn",gwendolyn,gwendolyn cartledge,515,cartledge,
"Casamassimo, Paul Steven",paul steven,paul steven casamassimo,516,casamassimo,
"Casian, Luis Guillermo",luis guillermo,luis guillermo casian,517,casian,35872
"Casillas-Ituarte, Nadia",nadia,nadia casillasituarte,518,casillasituarte,2300
"Castellanos, Irina",irina,irina castellanos,519,castellanos,21636
"Casterline, John B",john b,john b casterline,520,casterline,5903
"Castro, Carlos Ernesto",carlos ernesto,carlos ernesto castro,521,castro,1014
"Castro, Jose M",jose m,jose m castro,522,castro,39560
"Cataland, Spero Rick",spero rick,spero rick cataland,523,cataland,35738
"Catalyurek, Umit V.",umit v,umit v catalyurek,524,catalyurek,
"Caterino, Jeffrey Michael",jeffrey michael,jeffrey michael caterino,525,caterino,3167
"Caution, Kyle J.",kyle j,kyle j caution,526,caution,6015
"Cavaliere, Robert",robert,robert cavaliere,527,cavaliere,
"Cebulla, Colleen Marie",colleen marie,colleen marie cebulla,528,cebulla,38066
"Cervenec, Jason M",jason m,jason m cervenec,529,cervenec,39463
"Chaffin, Justin David",justin david,justin david chaffin,530,chaffin,8803
"Chakravarti, Arnab",arnab,arnab chakravarti,531,chakravarti,11997
"Chakroborty, Debanjan",debanjan,debanjan chakroborty,532,chakroborty,11766
"Chalker II, Brad Alan",brad alan,brad alan chalker ii,533,chalker ii,37843
"Chalker, Brad Alan",brad alan,brad alan chalker,533,chalker,37843
"Chalmers, Jeffrey John",jeffrey john,jeffrey john chalmers,535,chalmers,35739
"Chamberlin, Helen M",helen m,helen m chamberlin,536,chamberlin,40243
"Chambers, Robert Bayard",robert bayard,robert bayard chambers,537,chambers,
"Chan, Kenneth Kin-Hing",kenneth kinhing,kenneth kinhing chan,538,chan,
"Chan, Peter Kwok",peter kwok,peter kwok chan,539,chan,39183
"Chandler, Heather",heather,heather chandler,540,chandler,1431
"Chandrasekaran, Aravind",aravind,aravind chandrasekaran,541,chandrasekaran,12183
"Chang, Mei-Wei",meiwei,meiwei chang,542,chang,21478
"Chang, Susie",susie,susie chang,543,chang,
"Changizi, Barbara K",barbara k,barbara k changizi,544,changizi,19071
"Chao, Bo H",bo h,bo h chao,545,chao,
"Chao, Theodore Peck-Li",theodore peckli,theodore peckli chao,546,chao,19694
"Chatzakis, Emmanouil",emmanouil,emmanouil chatzakis,547,chatzakis,32315
"Chaudhari, Ajit Mohan",ajit mohan,ajit mohan chaudhari,548,chaudhari,5517
"Chaudhry, Maria",maria,maria chaudhry,549,chaudhry,24151
"Chbeir, Souhad",souhad,souhad chbeir,550,chbeir,
"Cheatham, John Patrick",john patrick,john patrick cheatham,551,cheatham,
"Cheavens, Jennifer S",jennifer s,jennifer s cheavens,552,cheavens,6450
"Chen, Chi-Chih",chichih,chichih chen,553,chen,37148
"Chen, Ching-Shih",chingshih,chingshih chen,554,chen,
"Chen, Chun-An",chunan,chunan chen,555,chen,
"Chen, Hui-Zi",huizi,huizi chen,556,chen,30999
"Chen, Hung-Chu",hungchu,hungchu chen,557,chen,
"Chen, James L.",james l,james l chen,558,chen,16339
"Chen, Jen-Ping",jenping,jenping chen,559,chen,4340
"Chen, Jian",jian,jian chen,560,chen,3735
"Chen, Joyce J",joyce j,joyce j chen,561,chen,5253
"Chen, Qian",qian,qian chen,562,chen,6509
"Chen, Tong",tong,tong chen,563,chen,20
"Chen, Wei",wei,wei chen,564,chen,14730
"Chen, Zhenhua",zhenhua,zhenhua chen,565,chen,32360
"Cheng, Chin-Min",chinmin,chinmin cheng,566,cheng,38916
"Cheng, Lijun",lijun,lijun cheng,567,cheng,32904
"Cheng, Xiaolin",xiaolin,xiaolin cheng,568,cheng,23660
"Cherpes, Thomas Louis",thomas louis,thomas louis cherpes,569,cherpes,
"Chi, Yuejie",yuejie,yuejie chi,570,chi,
"Chiara, Fabio",fabio,fabio chiara,571,chiara,
"Chien, Hua-Hong Ben",huahong ben,huahong ben chien,572,chien,6369
"Childers, Rachel Caitlin",rachel caitlin,rachel caitlin childers,573,childers,12643
"Chin, Yu-Ping",yuping,yuping chin,574,chin,
"Chio, Eugene Ge-Hink",eugene gehink,eugene gehink chio,575,chio,4202
"Chiocca, Ennio Antonio",ennio antonio,ennio antonio chiocca,576,chiocca,
"Chipps, Esther Maria",esther maria,esther maria chipps,577,chipps,35392
"Chitchumroonchokchai, Chureeporn",chureeporn,chureeporn chitchumroonchokchai,578,chitchumroonchokchai,
"Chkrebtii, Oxana Anatolievna",oxana anatolievna,oxana anatolievna chkrebtii,579,chkrebtii,10819
"Cho, Han Na",han na,han na cho,580,cho,31767
"Cho, Hyunyi",hyunyi,hyunyi cho,581,cho,22019
"Choe, Hannah",hannah,hannah choe,582,choe,24115
"Choi, Stacey S",stacey s,stacey s choi,583,choi,17996
"Chorich, Louis Joseph",louis joseph,louis joseph chorich,584,chorich,
"Chou, Ching-Shan",chingshan,chingshan chou,585,chou,12465
"Chowdhury, Enam Ahmed",enam ahmed,enam ahmed chowdhury,586,chowdhury,3104
"Christensen, Richard Neils",richard neils,richard neils christensen,587,christensen,
"Christian, Beth Ann",beth ann,beth ann christian,588,christian,1570
"Christian, Lisa Michelle",lisa michelle,lisa michelle christian,589,christian,1094
"Christman, John William",john william,john william christman,590,christman,18041
"Christofi, Fedias Leontin",fedias leontin,fedias leontin christofi,591,christofi,35875
"Christy, Ann Denise",ann denise,ann denise christy,592,christy,34789
"Chrstos, Jeffrey Paul",jeffrey paul,jeffrey paul chrstos,593,chrstos,36857
"Chung, Catherine Grace",catherine grace,catherine grace chung,594,chung,31933
"Chung, Dongjun",dongjun,dongjun chung,595,chung,29544
"Chung, Jae-Hoon",jaehoon,jaehoon chung,596,chung,15085
"Chung, Sangwoon",sangwoon,sangwoon chung,597,chung,18280
"Cianciolo, Rachel E",rachel e,rachel e cianciolo,598,cianciolo,18192
"Ciombor, Kristen Keon",kristen keon,kristen keon ciombor,599,ciombor,
"Cios, Jacquelyne Susan",jacquelyne susan,jacquelyne susan cios,600,cios,
"Cisse, Yasmine-marie Nirina",yasminemarie nirina,yasminemarie nirina cisse,601,cisse,
"Civittolo, David",david,david civittolo,602,civittolo,311
"Claman, Lewis Joel",lewis joel,lewis joel claman,603,claman,33725
"Clapp, John Donovan",john donovan,john donovan clapp,604,clapp,
"Clark, Aaron Douglas",aaron douglas,aaron douglas clark,605,clark,37203
"Clark, Caroline Taylor",caroline taylor,caroline taylor clark,606,clark,38744
"Clark, Daniel Lee",daniel lee,daniel lee clark,607,clark,
"Clark, Jill Kathleen",jill kathleen,jill kathleen clark,608,clark,1988
"Clark, Jordan D",jordan d,jordan d clark,609,clark,23539
"Clark, Samuel J",samuel j,samuel j clark,610,clark,21986
"Clark, Ted M",ted m,ted m clark,611,clark,39481
"Clark, William Alan Thomas",william alan thomas,william alan thomas clark,612,clark,
"Cleary, Dennis Sullivan",dennis sullivan,dennis sullivan cleary,613,cleary,
"Clelland, Nancy Lynne",nancy lynne,nancy lynne clelland,614,clelland,
"Clevenger, William Bruce",william bruce,william bruce clevenger,615,clevenger,37573
"Clifton, Daniel Robert",daniel robert,daniel robert clifton,616,clifton,
"Clinchot, Daniel Michael",daniel michael,daniel michael clinchot,617,clinchot,35787
"Clinton, Steven K.",steven k,steven k clinton,618,clinton,39416
"Clopper, Cynthia G",cynthia g,cynthia g clopper,619,clopper,5385
"Clouner, Cynthia M",cynthia m,cynthia m clouner,620,clouner,20213
"Co, Anne",anne,anne co,621,co,13635
"Cochran, Amalia",amalia,amalia cochran,622,cochran,
"Cochran, Graham Ralph",graham ralph,graham ralph cochran,623,cochran,38323
"Cocucci, Emanuele F",emanuele f,emanuele f cocucci,624,cocucci,21271
"Coe Jr, James Vernon",james vernon,james vernon coe jr,625,coe jr,35989
"Coe Jr., James Vernon",james vernon,james vernon coe jr,625,coe jr,35989
"Coe, James Vernon",james vernon,james vernon coe,625,coe,35989
"Coffey, Rebecca Ann",rebecca ann,rebecca ann coffey,628,coffey,
"Coffman, Katherine Baldiga",katherine baldiga,katherine baldiga coffman,629,coffman,
"Coffman, Valerie Chest",valerie chest,valerie chest coffman,630,coffman,
"Cohen, David Wayne",david wayne,david wayne cohen,631,cohen,
"Cohen, Jeffrey Harris",jeffrey harris,jeffrey harris cohen,632,cohen,4224
"Cohen, Stephen P",stephen p,stephen p cohen,633,cohen,27876
"Cohn, David",david,david cohn,634,cohn,991
"Coifman, Benjamin A.",benjamin a,benjamin a coifman,635,coifman,40343
"Colbert, Susan H",susan h,susan h colbert,636,colbert,638
"Cole, David Robert",david robert,david robert cole,637,cole,13796
"Cole, Kimberly",kimberly,kimberly cole,638,cole,6075
"Cole, Lynette Kay",lynette kay,lynette kay cole,639,cole,37688
"Cole, Mary Elizabeth",mary elizabeth,mary elizabeth cole,640,cole,
"Cole, Sara",sara,sara cole,641,cole,
"Cole, Sarah Rudolph",sarah rudolph,sarah rudolph cole,642,cole,39390
"Cole, Susan Elizabeth",susan elizabeth,susan elizabeth cole,643,cole,2489
"Coleman, Mathew Charles",mathew charles,mathew charles coleman,644,coleman,4503
"Colen, Cynthia Gene",cynthia gene,cynthia gene colen,645,colen,6570
"Collier, Katharine Ann",katharine ann,katharine ann collier,646,collier,13670
"Collings, Edward William",edward william,edward william collings,647,collings,37923
"Colombo, Federico",federico,federico colombo,648,colombo,33079
"Comita, Liza Sheera",liza sheera,liza sheera comita,649,comita,
"Comstock, Aaron Richard",aaron richard,aaron richard comstock,650,comstock,14262
"Conejo Navarro, Antonio Jesus",antonio jesus,antonio jesus conejo navarro,651,conejo navarro,19318
"Conejo Navarro, Antonio Jesus Jesus",antonio jesus jesus,antonio jesus jesus conejo navarro,651,conejo navarro,19318
"Conejo, Antonio Jesus",antonio jesus,antonio jesus conejo,651,conejo,19318
"Conley, Claire Cecile",claire cecile,claire cecile conley,654,conley,
"Conlisk, A Terrence",a terrence,a terrence conlisk,655,conlisk,
"Conwell, Darwin Lewis",darwin lewis,darwin lewis conwell,656,conwell,18273
"Cook, Ann Elizabeth",ann elizabeth,ann elizabeth cook,657,cook,15365
"Cook, Laura Beth Ann",laura beth ann,laura beth ann cook,658,cook,
"Cook, Laurie Beth",laurie beth,laurie beth cook,659,cook,
"Cook, Olivia Bass",olivia bass,olivia bass cook,660,cook,
"Cook, Robert Allan",robert allan,robert allan cook,661,cook,3469
"Cooksey, Elizabeth Constance",elizabeth constance,elizabeth constance cooksey,662,cooksey,36800
"Coombes, Kevin R",kevin r,kevin r coombes,663,coombes,18387
"Cooper, Edward S.",edward s,edward s cooper,664,cooper,3265
"Cooperstone, Jessica Lynn",jessica lynn,jessica lynn cooperstone,665,cooperstone,11823
